Gene	TAP0	TAPHL15	TAPHL120	TP0	TP15	TP120	TPHL15	TPHL120
g1056.t1	0.56546	0.806235	0.167379	1.17884	1.36867	1.80439	3.01868	0
g10508.t1	6.1658	8.78806	3.85336	0	5.22962	7.31734	1.88725	2.58816
g1195.t1	14.7408	21.0067	18.7139	23.7748	15.8146	22.7653	6.41917	11.7373
g9164.t1	19.7727	28.1749	29.3775	61.031	20.3136	12.8368	63.9698	16.324
g9054.t1	13.9573	19.8814	5.40601	20.3752	14.0682	11.686	4.26896	7.17709
g8003.t1	45.8522	65.2941	78.7273	53.5914	38.0715	82.4201	32.0611	83.48
g4125.t1	20.0658	28.5694	14.3853	6.71342	18.2719	20.7668	27.9442	50.9911
g8215.t1	895.742	1274.29	297.42	1301.76	700.139	224.668	869.523	1571.66
g9894.t1	5.44979	7.74435	8.313	8.50741	9.44905	11.3314	6.85628	2.6281
g7450.t1	6.13569	8.71717	12.1706	4.45363	12.8239	12.6422	8.39291	1.59458
g1873.t1	5.13754	7.29499	2.84937	10.8723	4.63356	5.95826	4.74211	5.90786
g1669.t1	9.08402	12.8947	16.0894	13.445	15.9019	15.8383	13.616	11.805
g7529.t1	45.6554	62.3531	78.0968	52.6679	81.9895	64.9066	124.413	150.477
g6374.t1	9.45697	13.416	3.96393	25.2904	13.0581	10.9155	5.16461	4.80152
g5010.t1	8.42391	11.9474	17.4385	6.9854	12.712	10.0975	7.31687	7.85248
g10404.t1	8.30421	11.763	15.1477	11.0041	10.7783	12.3503	10.1305	12.6613
g10831.t1	8.01912	11.3585	10.8359	11.9004	8.19796	7.70084	15.0972	13.6322
g10755.t1	10.9508	15.5101	16.8033	13.0453	18.6819	18.037	4.24503	23.2879
g3596.t1	8.67403	12.2834	8.57708	8.2958	13.7081	8.4874	8.89905	5.30318
g10529.t1	6.05032	8.56726	6.38247	3.94229	13.1765	6.96889	7.24669	11.7391
g10814.t1	13.4422	18.9967	19.6831	12.2813	18.2766	24.277	19.9706	12.0259
g10056.t1	44.0946	62.2996	113.684	31.8676	71.0436	52.1857	26.0362	40.5247
g3392.t1	7.15249	10.1048	7.26917	10.6631	8.56287	7.0237	10.1288	6.13629
g7919.t1	5.41287	7.64693	6.10881	8.03541	8.74335	7.62281	3.21329	5.94039
g7141.t1	21.5143	30.3715	16.6258	11.2598	22.3433	13.4027	7.27776	5.28315
g6439.t1	12.3397	17.4169	27.2384	4.05871	10.1119	25.3002	31.8494	14.1187
g1394.t1	22.0225	31.082	28.2174	21.66	29.2548	27.3895	33.9967	15.7547
g8170.t1	16.6851	39.873	61.3392	6.75355	33.2717	37.7626	28.2882	54.9559
g10901.t1	9.9069	13.9575	12.0789	25.5723	15.9633	13.0732	21.3074	23.5812
g678.t1	5.07485	7.14786	4.87442	4.30377	6.86096	6.495	4.62631	3.70074
g1092.t1	14.8206	20.8695	14.7822	21.5256	11.1698	10.9504	13.7125	10.8406
g1653.t1	10.7064	18.3575	21.7759	16.3205	18.9201	18.2648	23.512	35.2448
g923.t1	20.1483	28.3474	12.1494	21.2977	15.5845	11.1361	11.0605	8.49997
g10110.t1	16.7931	23.6262	24.9128	28.5845	23.6347	22.6301	22.9666	36.3461
g810.t1	10.4488	14.7	10.2435	9.71402	9.84701	11.5615	19.4248	14.515
g2160.t1	62.6521	88.1407	38.3417	64.3376	45.9789	46.297	39.7398	64.4389
g2705.t1	276.665	389.21	1168.1	105.741	218.538	806.556	215.309	250.079
g2861.t1	9.07955	12.7728	11.1969	24.5378	10.363	10.7465	18.9032	7.888
g1714.t1	21.1434	29.7338	24.0712	30.7208	18.3347	24.0151	32.184	39.4635
g9446.t1	16.6296	121.387	35.9481	11.3229	41.0904	30.3054	72.9849	54.7252
g470.t1	10.4296	14.6602	10.0321	6.49124	8.69018	6.63993	4.77199	5.83795
g8731.t1	9.36185	13.159	18.4422	11.5953	17.3284	11.1627	11.3849	9.11501
g9895.t1	10.0018	14.0297	14.2674	9.34307	19.0098	9.90591	14.7535	13.9722
g588.t1	11.2055	15.716	12.7062	21.0645	15.1524	16.2496	19.9018	19.7766
g1737.t1	21.0881	29.5676	16.6635	37.1016	24.1152	13.2092	28.4621	24.5756
g4388.t1	16.9154	23.7152	14.8942	10.4018	14.1452	19.7862	19.6292	11.5994
g7622.t1	8.72943	12.238	5.39279	0	3.72126	5.33922	11.1576	14.5334
g10200.t1	37.5454	52.6016	65.5769	41.9884	48.6549	44.7146	57.5959	32.0055
g1348.t1	9.01556	12.6116	7.47397	16.8693	13.6773	32.1703	16.3794	5.08446
g5215.t1	5.23636	7.32411	4.22405	2.13285	6.38955	5.05331	3.72804	5.10683
g2452.t1	42.1704	58.9778	93.452	56.29	37.3751	39.5827	60.8563	83.6805
g3795.t1	10.404	14.5497	8.83526	10.3084	9.46791	8.44064	17.5172	13.6035
g7605.t1	6.17275	8.62934	18.5217	8.61573	9.69308	11.0036	18.2291	11.6324
g2842.t1	3.67383	5.13157	2.92418	1.87657	2.86329	3.00828	0.625852	0.666249
g1769.t1	7.75208	10.8274	6.46941	5.75925	6.09886	7.19304	3.84687	4.15582
g7606.t1	15.4759	21.6134	11.863	14.9224	13.8971	13.4107	10.0257	10.8107
g4904.t1	20.9616	29.2673	36.3052	72.8908	17.2946	21.2242	55.9496	35.5091
g3040.t1	300.751	419.488	775.224	433.558	232.993	387.024	185.713	422.918
g6779.t1	11.5191	16.0655	7.56311	16.0804	13.3704	10.3011	4.48196	8.43683
g6936.t1	42.583	59.3851	29.8634	66.8564	53.2871	36.3055	42.5827	37.3414
g3356.t1	16.7325	23.3343	6.71135	5.64332	10.6032	10.2542	4.4048	5.35569
g10341.t1	6.26465	8.73318	10.8669	9.85929	6.22447	6.71515	13.8883	5.93825
g4083.t1	10.109	14.0917	12.45	11.4567	7.97767	12.2873	14.2981	14.0826
g8839.t1	15.8612	22.1097	35.7969	28.6162	19.8345	22.0477	25.969	12.2919
g1450.t1	41.1141	57.305	60.5317	147.869	45.3431	33.4629	182.063	58.8821
g6643.t1	9.46117	13.1807	11.9108	15.8068	9.32608	13.0192	19.1095	17.9841
g6123.t1	44.6709	62.2176	80.4475	126.908	41.0796	21.2823	47.0229	42.6105
g2854.t1	5.0979	7.09857	7.78767	12.7776	7.90295	6.07896	11.5698	2.50629
g2037.t1	7.82292	10.8893	3.05608	2.15887	3.46299	2.63609	5.7255	8.43799
g5052.t1	8.44396	11.7447	6.36266	8.44819	7.65478	5.58206	3.98491	9.96119
g4416.t1	10.7978	15.0121	10.5431	8.5967	10.9484	15.843	20.2457	15.1382
g9529.t1	3.83153	5.32052	8.36995	12.9651	8.4034	5.71401	0.217536	14.0818
g63.t1	10.6463	14.7831	6.9126	12.5037	8.69198	7.87999	10.4205	17.1963
g6491.t1	1.64719	2.28704	6.43496	12.981	5.29244	3.54594	16.6281	3.62308
g6459.t1	27.2799	280.034	61.4203	14.9582	216.853	44.1954	81.1644	89.5969
g222.t1	17.5879	53.1394	36.1437	13.2064	28.3795	25.6847	35.5725	57.7455
g3491.t1	7.56874	10.502	7.0243	1.27986	6.19528	11.9643	5.70506	4.69368
g10144.t1	8.60732	11.9396	11.2299	9.74145	13.7951	8.92354	18.8999	9.33566
g9115.t1	86.1183	119.452	51.6193	66.3724	96.1629	56.7982	88.1931	168.712
g3903.t1	11.4154	15.8283	7.81523	4.3797	8.78977	12.4763	19.0636	16.0398
g7061.t1	23.7146	32.8623	11.7518	11.7753	11.0094	7.52928	7.59586	22.4915
g432.t1	6.5302	9.04904	3.55872	4.72183	4.32652	5.76074	15.5421	4.8916
g4.t1	7.85363	16.3158	16.6187	14.4959	11.5864	12.5904	13.0235	25.7798
g8265.t1	10.4738	14.4974	11.5674	10.7263	13.6604	13.8049	9.77405	12.7269
g7335.t1	9.69098	13.4132	11.7471	9.33652	12.7474	11.3463	12.4813	3.64789
g10240.t1	11.8852	64.3091	15.3835	11.2084	16.6821	11.1214	35.3901	38.985
g4801.t1	15.2493	21.0946	8.07272	19.1005	7.96268	7.17439	14.4668	10.6757
g5627.t1	11.9928	16.5824	18.2287	3.79236	35.3741	16.8174	4.16212	11.744
g2371.t1	18.6746	25.795	15.7717	13.3918	17.6033	24.6573	29.4666	35.2837
g2667.t1	4.82186	6.65418	2.16319	11.4928	6.89864	2.42669	2.64651	2.30388
g2980.t1	13.8099	19.0543	10.244	7.46279	9.60108	6.71776	13.2673	12.9512
g8866.t1	13.6255	18.7982	35.5845	14.6926	23.284	32.8446	25.9978	34.1983
g2479.t1	12.8672	17.7475	34.1492	5.69925	22.8419	26.1841	51.2992	28.1183
g7297.t1	5.87595	8.103	4.13905	9.02158	6.21357	7.50321	5.27929	5.08794
g5197.t1	16.5431	22.8128	18.8012	9.63653	11.9037	21.8586	10.9144	16.2601
g9187.t1	48.7984	67.289	48.4325	32.0853	51.1018	14.1135	22.2943	27.1668
g2364.t1	5.54114	7.63999	8.59359	16.3618	5.07965	7.51058	17.0858	7.6182
g7898.t1	15.8867	21.9038	13.6021	17.9001	15.0615	17.1032	16.649	11.1317
g4622.t1	7.45867	10.2816	10.4042	0	11.4644	10.0661	2.49879	4.1094
g9624.t1	30.8632	42.5396	23.7596	8.02969	32.7863	21.1389	17.3221	23.2497
g750.t1	18.9816	26.1612	13.2452	17.8194	18.9291	33.7449	8.81237	10.3874
g40.t1	12.9788	15.8847	10.9062	8.84879	12.9943	13.1625	13.3865	42.3281
g4090.t1	14.2335	19.6124	18.7784	13.6738	19.4047	17.6994	17.8406	6.94613
g7931.t1	24.3674	33.5349	27.8905	27.0144	27.1053	37.6373	44.7289	39.5193
g1639.t1	29.7883	40.9904	11.9889	27.07	12.8061	22.28	11.5673	24.5038
g6252.t1	2.69047	3.70085	1.2248	13.2041	6.75232	5.06525	2.39502	0.69636
g8059.t1	7.61121	10.4668	15.5578	0	12.5437	13.8519	0	5.32961
g3137.t1	22.0418	30.2883	31.4782	15.3381	34.5758	28.7639	19.8596	39.0521
g105.t1	16.7172	22.9706	22.1298	21.4685	25.3453	23.8358	25.1587	23.3779
g10313.t1	14.334	19.6937	11.9473	16.6852	17.0751	12.2981	17.616	15.8901
g2320.t1	15.8983	10.639	5.48967	12.1237	6.66373	11.1359	7.84764	51.7687
g2988.t1	5.53884	7.60536	4.862	5.80286	3.11582	7.30319	7.52412	10.4259
g3660.t1	30.0762	43.4926	44.8381	44.7053	42.008	61.3598	96.1765	97.7538
g2041.t1	16.212	22.2593	19.6424	25.5849	13.8802	13.5776	19.0772	22.29
g355.t1	16.4016	22.5128	15.046	23.0413	17.4792	14.2869	4.38139	13.5905
g3447.t1	2.56163	3.515	1.31474	5.16172	5.96046	2.40733	0.132293	2.8273
g4367.t1	9.349	12.828	13.1176	3.31194	18.4688	12.6002	2.83585	5.1174
g5781.t1	29.3361	40.2499	34.2875	17.394	49.9165	36.576	34.3856	53.4618
g9121.t1	11.603	15.9107	17.1099	13.5531	22.1562	29.4669	18.5498	44.641
g6570.t1	7.01098	9.61002	3.521	8.07461	9.67074	8.21107	4.26991	2.73506
g5988.t1	15.5427	21.3019	16.6462	12.5358	22.5314	17.9515	10.4561	13.6184
g2070.t1	30.5822	41.9087	14.7353	288.282	35.5518	101.28	249.741	37.7032
g6711.t1	17.0095	118.624	38.4029	8.11892	60.1465	21.9555	48.9197	55.268
g4487.t1	14.4794	19.8175	10.9522	8.38079	11.2783	19.52	6.84097	20.5496
g8906.t1	18.1698	24.8463	42.815	41.1766	29.2773	27.3411	74.3354	29.0634
g2636.t1	5.84905	7.99717	3.17342	3.38472	4.19394	2.71276	0	1.91584
g2932.t1	2.13463	2.91764	8.50976	5.54065	8.345	6.58448	2.29173	0.316993
g3470.t1	25.282	34.5549	32.9451	31.6467	34.5055	31.4033	32.7742	51.2052
g1938.t1	30.2465	78.0515	46.6961	23.862	24.3295	33.6711	58.3944	97.8377
g1971.t1	4.92805	6.72759	4.98482	1.18289	6.78291	4.6366	0.769194	5.47878
g8572.t1	31.6846	43.2312	18.4598	32.3548	26.2864	20.8029	15.688	11.815
g4000.t1	8.39419	11.4525	18.3528	10.4034	15.9027	20.9875	27.3086	25.3291
g5119.t1	24.5499	33.4924	19.5891	12.7331	23.9582	11.552	17.99	9.34549
g5846.t1	13.6073	18.5585	19.3908	13.8873	19.2688	26.9433	13.3095	19.6473
g2164.t1	22.175	30.2429	19.3367	11.7628	11.4914	15.3315	12.4048	17.8283
g1995.t1	7.56275	10.3129	14.3837	11.3064	10.3369	17.271	18.7472	16.8782
g8211.t1	108.217	147.486	54.5828	128.086	88.0305	77.5746	108.717	77.3356
g4417.t1	7.10474	9.67561	2.08579	7.8531	7.94202	5.92329	4.17505	4.9343
g6504.t1	10.8908	14.8276	17.0587	6.91313	11.9945	16.1682	10.1773	12.1897
g3467.t1	9.78689	13.3182	8.42139	10.2512	7.84466	20.4196	7.55582	16.9927
g10880.t1	35.7332	48.6264	157.725	406.786	85.2954	42.528	585.846	59.2352
g4473.t1	13.7815	18.7541	19.0387	22.4464	25.0328	20.3458	11.1678	8.82904
g6687.t1	8.25888	11.2365	6.70659	5.42922	7.66075	5.93789	7.59753	5.42063
g459.t1	4.44853	6.05156	8.27053	2.56524	5.66479	7.37394	2.10039	2.66923
g9942.t1	40.3203	54.8372	51.9482	43.0746	45.7116	54.99	30.3124	56.613
g3122.t1	18.0928	24.6057	9.06532	13.6916	8.83031	12.4043	3.05897	10.4992
g8335.t1	3.26123	4.43462	2.98966	3.97291	3.72654	2.7208	0.112407	0.404912
g4224.t1	18.6228	25.316	22.817	45.3388	12.3674	22.1308	21.9923	62.145
g4936.t1	14.3167	19.4561	27.2127	8.41191	22.3807	23.6598	18.2772	31.2098
g6369.t1	34.9958	47.5544	41.2149	33.0643	25.6686	30.6097	43.9411	41.8474
g2553.t1	60.3735	82.038	75.3372	56.6036	61.0041	77.7267	66.8419	30.2071
g579.t1	89.5796	121.678	89.2143	110.611	78.1562	79.9906	84.9197	220.222
g9750.t1	5.45347	7.40618	5.54572	7.52446	4.34775	5.00406	2.57296	2.24567
g10145.t1	6.19771	8.41505	8.4839	3.11478	5.45858	4.51387	5.53357	5.35689
g860.t1	11.9127	16.1723	12.6201	10.9952	10.8821	8.29576	18.4852	8.25006
g8567.t1	7.38603	10.0257	6.84974	28.971	9.1965	9.49446	18.1651	6.10027
g5923.t1	16.9598	23.0203	14.5511	5.90477	22.5061	18.1936	4.8353	4.37466
g428.t1	19.5979	26.5894	21.3139	18.8512	25.2759	19.2358	35.5508	24.3302
g1213.t1	12.3469	16.7499	10.8059	13.6535	15.83	14.9604	7.49363	14.1712
g3652.t1	2.9703	4.02954	7.48304	6.34839	7.82426	7.76201	9.38734	9.34425
g8988.t1	3.25837	4.41528	3.65757	0	5.48268	7.21406	0	1.33657
g4299.t1	9.30052	12.6017	6.1513	14.6961	5.80001	5.13342	6.92091	8.412
g9049.t1	13.7622	18.6409	6.66887	14.9747	15.3061	7.68821	5.82457	11.4245
g4397.t1	4.6636	6.31562	10.4616	3.76462	6.01106	5.06726	7.64814	1.09218
g1400.t1	25.9741	35.1699	27.5632	12.2793	27.6934	25.9142	9.42039	22.7916
g6970.t1	32.966	132.991	40.9316	28.4042	32.9117	26.9732	112.074	106.502
g3856.t1	6.18268	8.36799	8.88703	2.66357	7.74934	10.0059	1.01171	0.925226
g5254.t1	32.6364	44.137	14.3166	35.0571	29.6681	28.0214	4.84573	55.8503
g8765.t1	3.92507	5.30705	3.96393	7.51244	8.18918	5.91389	1.51808	1.90825
g5404.t1	9.3952	12.7021	9.11578	0.935218	4.86052	5.02658	0	11.4165
g6515.t1	6.32095	8.54437	6.03156	6.34485	7.15562	11.2996	1.18627	4.11694
g10352.t1	24.7892	33.5083	13.6811	23.3935	20.1621	22.6061	21.0921	31.0507
g3871.t1	5.8615	7.92251	4.71958	5.13668	9.95874	4.5079	2.8791	2.3502
g2989.t1	6.79949	9.18949	5.45241	6.72815	8.73794	10.3185	8.66853	4.64981
g6978.t1	16.4681	22.2468	21.7774	12.8704	13.3362	39.7541	16.1527	29.905
g5648.t1	21.0181	28.3884	24.6663	14.2701	21.829	32.3202	8.98254	7.99987
g8636.t1	25.0298	33.7906	33.9944	37.8184	39.6226	27.2027	44.9277	51.6129
g9353.t1	20.8442	28.1327	26.5606	35.4016	25.3644	22.0643	43.6463	22.4932
g2034.t1	49.4297	66.7047	56.6603	48.479	39.9897	73.1227	66.2577	87.9105
g5301.t1	13.4556	18.1573	12.5811	23.3579	12.9281	11.9728	19.9214	12.6929
g4944.t1	18.5467	25.0121	15.0607	21.6761	13.9384	14.4724	15.8633	38.7092
g3389.t1	9.06991	12.2252	6.50688	12.0848	14.7464	13.5414	8.0153	12.8931
g8384.t1	18.4279	24.8312	18.2363	7.88258	34.3066	14.278	12.4407	7.96482
g4069.t1	23.519	31.6817	32.3251	46.774	38.0344	37.8428	33.2378	34.3723
g7217.t1	20.6314	27.7853	10.327	25.4675	22.5433	12.0979	10.9767	15.1624
g10477.t1	32.938	44.3577	16.303	31.4223	16.7448	26.8776	25.5912	13.1287
g10363.t1	20.255	27.2482	28.8962	17.3066	27.442	20.9993	28.7993	17.3394
g10302.t1	9.63589	12.9619	8.18263	13.837	7.98972	9.89865	7.25348	18.4693
g9609.t1	19.3708	26.0243	21.9213	33.8089	18.387	22.8506	35.9311	23.4393
g9114.t1	19.4776	26.1671	15.3421	21.1552	20.335	12.1096	20.6469	17.499
g10259.t1	8.73252	11.7291	8.92668	2.8026	12.2038	6.15788	5.55253	13.9105
g10735.t1	11.7837	15.8233	13.8469	7.21541	10.3854	10.755	9.844	16.3107
g648.t1	24.9437	33.4817	26.8265	12.0937	22.9967	34.8126	17.0188	27.7837
g189.t1	27.2339	36.5526	36.5946	28.8346	36.3945	18.2678	45.6005	23.0245
g7722.t1	31.5348	42.3175	35.327	136.901	30.9773	21.7567	154.207	36.0866
g1470.t1	9.43038	12.6547	29.89	13.4782	17.6614	21.7208	35.9125	32.7744
g4179.t1	13.8416	18.5712	7.05187	6.45691	10.2854	11.9259	6.56213	7.59299
g4971.t1	31.9591	42.8628	14.6442	34.2275	43.5897	20.3903	8.53187	13.5
g6056.t1	7.98946	10.7141	7.0028	8.82788	5.2465	8.45165	20.2159	2.90548
g4448.t1	16.3914	21.9811	6.23046	15.7616	11.2359	8.21527	22.3754	12.9812
g8169.t1	33.5479	44.9792	9.76699	25.4638	14.296	13.4236	15.4729	41.379
g1375.t1	8.6608	11.6069	5.72274	23.4998	12.6922	17.5759	15.4102	12.1501
g8938.t1	10.2017	13.6703	10.7215	37.7163	19.9067	11.4091	27.9505	7.00426
g6987.t1	10.7087	14.3384	9.92053	5.57298	11.9012	13.4212	3.17443	5.59559
g5222.t1	7.53308	10.0794	12.2528	5.41868	10.5059	13.6731	0.998176	2.62448
g1243.t1	7.90027	10.5697	3.20037	13.8317	2.81256	4.41708	3.88774	4.99116
g7649.t1	38.3203	51.2517	29.7259	13.6818	23.5738	19.5577	52.7445	28.6882
g5751.t1	6.05145	8.09213	25.6436	3.53072	11.1897	17.9949	16.195	13.8406
g9647.t1	7.40907	9.9012	6.01918	5.22184	6.03852	5.01433	3.72472	5.97058
g1885.t1	13.6648	18.2605	9.86471	23.7184	14.6244	12.1637	16.4351	12.3241
g9442.t1	9.83167	13.1316	8.04841	4.86717	9.20906	7.95607	9.32922	12.583
g5088.t1	10.8726	14.5217	14.8162	17.2736	9.67708	18.692	14.3775	9.40262
g971.t1	15.7791	21.0704	12.607	15.9269	30.9821	13.5952	9.10564	13.2193
g2946.t1	11.5979	15.4714	31.1761	21.5588	25.9436	23.0474	40.1648	27.507
g4893.t1	11.8551	15.8115	12.9243	9.86624	9.47178	11.2174	6.03616	9.61387
g1047.t1	7.59213	10.1255	7.69845	9.83238	11.521	21.7347	2.31374	8.21024
g1015.t1	6.58384	8.77895	3.93387	17.0148	5.84276	6.88884	12.7841	1.31501
g3504.t1	9.06685	12.0866	2.86637	9.79387	6.46715	5.08468	2.27169	2.28029
g4903.t1	13.2894	17.7142	11.4307	20.8918	17.8191	20.3614	2.37494	4.3397
g2206.t1	5.98576	7.97186	7.11641	7.03847	5.67875	12.075	5.0344	4.46768
g7903.t1	5.36843	7.14888	4.25681	2.4246	6.15886	7.97942	5.72872	9.44531
g6660.t1	25.9035	34.4802	36.8213	51.3893	33.4323	17.1104	35.2141	20.5276
g4643.t1	17.2098	22.895	12.2496	6.95357	15.095	15.6618	8.22451	7.68519
g4398.t1	13.5115	17.9514	8.11605	22.4027	6.37932	7.57337	23.0724	26.2523
g8949.t1	11.8888	15.7763	16.482	24.118	16.2344	24.5335	28.3324	20.5523
g3937.t1	14.3857	19.0874	19.0235	13.258	3.85884	5.77457	12.9258	5.48722
g1739.t1	6.67707	8.85709	8.0472	10.5056	11.2056	9.62968	1.69017	19.7373
g8055.t1	33.0513	43.8392	62.9294	76.9444	32.0964	51.1421	74.3095	26.7095
g3112.t1	4.84897	6.42804	10.1597	5.57731	8.29139	6.53447	7.45252	7.95717
g5905.t1	10.3638	13.7318	15.711	4.62116	15.7	15.863	6.6275	6.33559
g9220.t1	4.04816	5.36342	7.14037	6.91469	5.02491	6.85604	6.91857	2.23307
g4867.t1	4.91957	6.51523	8.06527	0	9.13151	6.62749	1.47757	0.844268
g4574.t1	6.03101	7.98706	4.92694	1.76206	6.34875	4.69472	1.96008	3.16617
g6675.t1	13.8244	18.2911	18.1851	39.9719	10.0504	24.5352	22.8443	17.8651
g8631.t1	9.37745	12.4027	9.8447	34.0088	14.2318	13.5728	15.1221	15.6861
g5392.t1	22.3038	29.4921	30.5448	30.2554	14.7625	29.7757	41.4416	20.5718
g10304.t1	7.71937	10.2056	13.824	21.0553	25.2532	11.1417	32.0277	7.20654
g8876.t1	5.81022	7.68121	14.3995	6.68508	8.63233	8.29184	13.4388	9.29183
g7844.t1	5.09268	6.7321	5.34138	0	7.09068	7.8963	0.316409	2.2758
g9351.t1	17.5482	23.1965	23.1122	23.7403	18.2342	19.9058	17.5621	33.9222
g6383.t1	11.0859	14.6521	8.9125	10.4722	9.74091	10.3235	3.26123	7.27939
g6636.t1	12.579	16.6237	14.6469	8.18725	25.5184	24.6452	9.28638	12.8873
g1099.t1	14.4608	19.1058	17.2011	36.8651	15.5356	14.3935	34.9008	12.6405
g9018.t1	17.4479	23.044	29.1348	29.6218	28.5839	20.3445	17.076	30.6428
g8312.t1	9.09365	12.0056	15.9183	16.0045	12.0909	16.9799	13.4692	11.4793
g2208.t1	16.688	50.1532	32.5476	27.0156	18.8615	24.5879	39.8567	53.6517
g2220.t1	17.5452	23.1268	19.7067	13.1151	18.2207	20.4396	21.5239	22.0394
g3845.t1	11.3448	14.9461	28.3252	20.9587	13.1514	15.9384	29.7616	15.5472
g1419.t1	26.5245	34.927	14.0095	31.9538	21.5572	14.3604	14.9556	25.0426
g502.t1	15.6479	20.6032	14.9142	24.516	15.2564	12.5277	24.7959	17.0863
g9241.t1	24.2069	31.8693	18.7998	17.9527	12.1844	16.8544	12.9548	43.9277
g2538.t1	8.06467	10.6127	7.68321	8.35844	5.34844	8.24919	7.07004	7.90507
g2886.t1	10.8797	14.3167	12.1829	16.7312	12.2307	15.9276	12.9647	8.92945
g9736.t1	5.05118	6.64656	10.0474	1.25818	23.4642	16.7399	10.6884	8.66676
g2412.t1	11.793	15.5167	14.5739	11.4187	10.1589	15.0307	23.5643	20.4027
g4977.t1	15.5067	20.3996	16.4921	9.57824	25.6085	22.4681	15.0881	28.8863
g2539.t1	10.933	14.3747	11.7722	29.3824	9.89623	24.5128	16.6123	7.28135
g456.t1	8.59445	11.2992	7.10832	10.8336	9.94476	9.30699	4.35921	6.55662
g8271.t1	312.456	410.687	393.487	634.913	376.922	146.528	1459.41	423.702
g7055.t1	17.4112	22.8811	6.63008	25.5062	21.6412	12.1525	3.66168	8.46993
g2957.t1	11.5362	15.1594	14.33	1.55602	16.5075	19.0801	13.4883	1.93879
g5176.t1	19.2181	25.2526	14.6818	32.8535	24.0588	16.3239	18.4032	17.9006
g575.t1	16.0394	21.0758	6.69855	0.9635	12.1064	12.8149	9.10075	8.68008
g10231.t1	6.95911	9.14301	9.192	2.3583	3.77185	5.48764	7.56066	6.57737
g5433.t1	11.3136	14.8631	6.90609	10.8823	15.4474	9.54779	8.80637	6.31373
g8642.t1	14.2473	18.7145	7.40428	8.94765	12.8509	7.73148	5.9733	1.91502
g2159.t1	101.157	132.849	171.164	141.917	92.0975	307.578	118.397	85.2727
g10274.t1	19.3895	25.4593	19.8078	35.7691	26.518	9.82887	18.6997	30.8555
g9840.t1	3.62603	4.75589	3.27476	5.11839	3.88713	4.83955	1.98512	0.158625
g7007.t1	6.63471	8.70131	5.47733	3.25209	5.11607	4.32256	8.53411	4.79792
g2167.t1	2.26405	2.96905	4.90136	0	3.12775	3.76627	0	1.34143
g7039.t1	10.6915	14.0106	11.673	4.06728	12.6476	13.2066	13.3479	6.90076
g7160.t1	7.36329	9.64695	17.5921	9.3522	9.83514	4.92235	3.8651	13.5608
g7714.t1	8.29295	10.8623	5.3508	6.68722	7.33723	8.10265	7.47352	8.66386
g4714.t1	7.40863	9.70074	10.5009	2.44359	8.41635	13.1529	2.49245	15.505
g9585.t1	11.3341	14.8317	11.6933	4.4458	10.0688	20.9746	4.84882	9.1454
g837.t1	17.9078	23.4267	21.9806	19.7738	13.5157	21.8239	26.0959	10.8833
g3397.t1	6.51094	8.51543	2.04948	3.87395	5.5941	5.10216	3.34591	1.78559
g3642.t1	19.2091	25.0991	13.0548	19.5206	19.1864	15.1806	14.8577	16.1162
g2319.t1	8.02851	10.4887	14.5009	22.5802	6.4803	10.4209	20.5286	6.70186
g7921.t1	16.6454	21.7296	24.3752	35.9651	16.4576	18.4837	11.3592	11.9462
g3525.t1	74.384	57.0709	118.976	49.9464	94.0389	102.103	187.067	238.907
g3985.t1	10.073	13.1471	20.7846	11.1625	15.2444	20.7686	12.6331	16.7635
g3586.t1	10.474	13.6663	14.2936	15.4368	8.90602	10.7337	8.17635	3.46962
g7408.t1	10.0693	13.1341	7.47344	5.24557	6.752	11.0063	10.6751	5.04313
g5656.t1	27.1064	35.3422	26.8782	40.1361	23.5315	27.8073	24.4965	20.3049
g10112.t1	19.0714	24.8416	15.1151	16.6742	12.2833	12.9642	10.5999	17.3144
g6536.t1	16.4691	21.4502	17.7583	17.5012	15.6967	14.2169	12.1257	15.6118
g10832.t1	11.7285	15.2745	16.1121	20.9122	14.8831	16.789	10.5365	23.5793
g1089.t1	19.0298	24.7728	19.3902	20.8241	24.0448	17.6502	12.6591	16.9655
g4040.t1	19.1125	24.8722	13.9358	17.6573	17.492	21.5258	27.3609	21.7329
g565.t1	9.99522	13.0063	19.4564	12.1954	10.6798	24.3171	16.4371	5.77008
g8067.t1	14.6789	19.0861	10.2909	11.1976	14.3389	15.3827	6.3385	16.6133
g5196.t1	2.86465	3.72376	4.57916	0	2.68254	3.57896	1.8666	2.15308
g4078.t1	7.64549	9.93768	7.00325	4.11492	7.43197	13.8711	7.09506	9.76649
g4220.t1	6.11958	7.95289	11.6017	13.988	8.09697	7.98845	18.2264	12.4305
g7762.t1	9.99788	12.9868	3.80139	8.23043	10.2028	17.6537	7.42935	2.93088
g6555.t1	15.4949	20.124	32.4762	38.9788	19.7881	39.8496	11.9645	17.2173
g9824.t1	7.22579	9.38402	5.00205	6.63612	6.51532	3.59923	6.35256	9.633
g1690.t1	5.30009	6.88234	9.67306	10.1906	15.2659	9.90936	6.93012	9.31193
g3637.t1	20.7255	62.8495	32.9842	30.2848	78.0789	47.2116	47.0549	66.3836
g7978.t1	8.20359	10.6459	8.01195	10.2562	8.89544	8.09008	15.0182	8.35475
g9265.t1	8.71157	11.305	20.776	22.2423	12.2022	16.4139	21.652	16.7505
