Gene	TAP0	TAPHL15	TAPHL120	TP0	TP15	TP120	TPHL15	TPHL120
g3875.t1	8.51197	11.0405	9.95319	0	11.4712	7.62794	1.35796	3.24416
g4113.t1	15.6465	20.2924	59.5406	17.2391	8.29445	50.6185	16.3095	36.0756
g2958.t1	14.1487	18.3449	27.0388	10.6001	9.94859	14.7563	35.3822	32.7715
g6638.t1	15.6776	20.325	16.2986	9.14109	11.6209	12.3579	11.6423	29.3686
g10204.t1	5.11916	6.63578	5.98501	0	5.99248	5.44167	2.45795	1.55545
g2297.t1	7.98023	10.3364	6.07554	10.8389	8.91723	3.68348	5.75207	9.47172
g2938.t1	13.9808	18.1083	21.915	10.7532	20.6229	27.7991	17.9257	21.3436
g7538.t1	39.1888	50.675	28.243	44.4441	32.4125	21.3708	53.0172	53.0853
g1376.t1	16.7183	21.6097	24.5626	14.9052	32.8549	27.3309	17.3194	41.483
g4485.t1	14.0625	18.1553	8.16346	5.67553	19.888	8.2487	5.29656	19.9769
g5213.t1	1.66661	2.15124	1.64087	1.64771	1.76853	1.6057	2.00152	3.08342
g2252.t1	6.97075	8.99067	10.7069	7.225	5.18276	7.60153	15.1655	7.18634
g8598.t1	4.17456	5.38281	3.06847	4.38741	6.7181	10.0325	2.22019	2.77731
g1874.t1	11.4222	14.7222	12.4792	6.84088	6.51936	11.0584	13.6307	9.48996
g3681.t1	4.28361	5.51955	2.61087	1.02749	7.64063	9.64857	1.10853	1.38052
g6633.t1	3.36436	4.33503	4.04023	0	23.8287	7.28725	3.05931	1.29057
g8916.t1	11.6084	14.9575	7.70074	3.25253	11.1034	9.69753	14.6987	3.42023
g10473.t1	25.7252	33.1451	18.7308	30.2941	23.8825	15.4592	24.9338	33.4104
g3796.t1	6.22699	8.02041	8.8375	4.82805	13.4155	9.88723	16.4282	19.3318
g826.t1	7.32527	9.43469	7.76665	6.7582	10.305	8.66731	7.48197	11.4636
g3197.t1	23.375	30.099	22.5338	13.2194	25.9996	23.9264	14.8294	23.9748
g1422.t1	29.3328	20.2308	9.61613	7.77848	18.1759	21.5462	11.6529	93.8964
g934.t1	17.8511	22.9716	12.5321	4.76895	15.463	10.5175	12.0268	11.6823
g54.t1	25.717	33.09	11.8807	14.8054	19.7816	22.092	7.63363	12.912
g1888.t1	6.28848	8.08886	7.17066	0	4.81571	6.17014	2.19792	5.19747
g5633.t1	30.2159	38.8611	23.6144	50.4205	25.9699	43.9489	42.8052	22.8985
g3131.t1	7.20664	9.26545	6.30768	0	9.00487	2.91461	0.303327	1.24679
g4580.t1	5.15419	6.62529	6.0919	7.63719	5.71197	8.6176	7.5575	4.62611
g2382.t1	10.5692	13.5819	17.4192	40.4962	18.8499	10.6786	62.1071	17.8511
g5935.t1	6.55042	8.41594	9.45367	8.74225	7.38739	15.5631	19.0534	10.201
g7128.t1	12.2351	15.7174	44.896	7.00801	14.0103	25.4989	21.9046	38.6216
g3284.t1	12.4491	15.9889	9.19178	6.62298	9.33234	7.53442	5.76408	5.26427
g9720.t1	14.203	18.2399	10.3392	10.0753	14.1322	12.5302	14.7161	7.87974
g6501.t1	16.3624	21.0032	47.0641	23.6234	31.2263	39.3732	11.7515	12.5817
g6977.t1	2.12673	2.72943	3.25506	0	3.59136	3.71113	0	0.88159
g7828.t1	10.2929	13.2051	16.4305	20.9682	10.7984	9.06415	25.0509	15.354
g6688.t1	5.70424	7.31398	7.31667	6.77332	8.41067	8.51614	5.45131	6.90182
g6111.t1	13.145	16.8541	23.1888	53.2758	12.5397	16.1418	50.2721	8.57314
g2570.t1	15.8738	20.3483	7.73671	26.5319	11.0096	11.406	12.4268	28.1675
g2018.t1	12.7942	16.3997	8.66536	8.54755	7.74951	9.60539	4.12031	9.22953
g5723.t1	41.9294	53.7426	66.6094	26.6407	27.2499	50.2578	35.1644	33.6674
g2883.t1	17.8793	22.9057	10.2669	12.5261	15.7325	16.5049	11.0594	31.4625
g6188.t1	11.4899	14.72	8.65675	0	8.94698	15.1758	10.3171	12.7677
g9929.t1	12.5397	16.0606	14.0574	5.05489	9.72403	11.8239	4.02858	4.60743
g2226.t1	4.38889	5.61385	1.64873	10.6356	6.85945	4.65421	0.519009	0.877579
g7100.t1	2.21967	2.83801	1.193	0	5.4041	0.905968	0.737566	1.01093
g8894.t1	4.13354	5.28498	5.18761	3.28268	3.26036	5.17837	2.29199	5.33438
g3710.t1	32.7795	41.9101	14.5732	41.6027	29.713	14.3515	13.1778	30.6163
g8262.t1	14.895	19.0391	13.2709	7.04061	13.2782	10.7074	11.6863	11.6343
g4772.t1	14.1529	18.0857	18.4974	18.7174	17.4607	17.1031	24.0804	8.64254
g3884.t1	9.88023	12.62	5.3563	16.841	8.86442	13.4114	5.98406	4.38563
g8834.t1	17.08	21.8024	26.6184	21.3367	16.9533	16.9327	41.3304	23.224
g2971.t1	7.2281	9.22377	15.6642	8.79539	9.99789	10.4151	4.34453	8.50091
g7070.t1	16.8187	21.4586	22.9437	53.7098	11.9455	18.8332	49.7822	19.3441
g7860.t1	15.2451	19.4485	12.5283	23.2364	14.7511	24.3143	14.4912	18.6771
g725.t1	5.10776	6.51476	6.2285	3.16987	4.43129	3.81976	1.34263	3.42338
g10115.t1	173.728	221.508	114.414	188.386	174.813	80.0933	201.7	419.197
g4038.t1	18.0337	22.9925	13.8587	44.2691	15.7753	26.8303	36.4342	23.0991
g240.t1	4.178	5.32672	3.41916	0.49684	2.84109	1.91909	2.54855	2.2937
g3973.t1	4.41893	5.62747	5.84248	4.19568	4.63726	5.2376	1.74504	8.41676
g5389.t1	31.6843	40.3486	12.833	60.16	34.6884	19.6488	28.5287	29.6579
g6108.t1	9.99599	30.4442	19.7764	19.7699	14.2127	15.8729	36.8846	31.9597
g4013.t1	15.0805	19.1954	20.2218	24.3928	10.9411	14.8447	45.0608	3.1831
g4546.t1	9.24995	30.9621	27.6893	14.3391	33.9264	17.2936	48.5968	29.5618
g9507.t1	16.0667	20.4481	17.8534	19.2439	16.7341	20.5219	18.4879	20.4534
g3009.t1	19.4426	24.7392	4.72069	8.8443	21.0766	8.76116	5.09217	9.90394
g6822.t1	15.4776	19.6919	22.4161	17.8239	18.2721	22.6452	26.6004	16.8296
g7400.t1	33.2676	42.3127	104.336	16.0452	17.786	27.9209	23.5961	7.51113
g7841.t1	10.1105	12.8552	11.4305	3.86411	13.4435	15.4017	8.22115	3.25865
g851.t1	35.4698	45.0844	42.5214	86.6008	35.1389	42.3056	39.5009	29.7186
g6629.t1	28.6055	45.4274	22.2757	61.0619	36.5951	21.0542	50.0702	91.1926
g9221.t1	8.52411	10.8326	11.3504	2.81957	9.14113	10.1388	9.87643	11.9603
g1219.t1	15.261	19.394	20.8547	28.248	13.3904	16.5108	25.4403	19.6558
g9000.t1	23.208	29.4915	19.7891	69.9016	13.7142	9.17986	61.834	19.9657
g10062.t1	9.79461	12.4436	8.03698	8.97407	10.8736	12.4987	8.67367	9.18551
g10106.t1	3.28623	4.17497	7.36882	0	5.19626	4.07341	4.01842	1.6057
g7066.t1	12.2105	15.5127	13.5484	49.1824	14.846	9.42599	43.8931	1.08196
g8165.t1	10.4808	13.3125	9.12247	18.0276	10.6048	7.57303	14.5012	14.5928
g38.t1	10.297	13.074	6.8775	0.96848	9.42005	8.02877	2.09959	1.89545
g10242.t1	1.7837	2.26471	2.32836	1.02391	5.09064	2.88901	0.176805	1.27281
g145.t1	15.3133	19.4423	18.6742	15.5186	12.4468	17.6302	24.924	17.8803
g7051.t1	11.2629	14.2942	10.8396	9.4889	9.12698	10.5053	12.1806	12.6469
g5124.t1	43.326	185.343	88.241	40.6902	181.73	58.6273	97.1004	137.141
g8910.t1	12.307	15.6163	11.8392	30.9269	10.0112	17.8392	5.51698	11.7718
g8819.t1	11.8697	11.5892	31.3906	10.763	21.1013	43.1546	31.7459	37.5184
g3654.t1	5.42032	6.876	8.39031	1.86554	8.06721	10.5106	6.67489	18.1102
g1080.t1	31.2239	39.5568	11.6442	106.491	49.1633	22.2226	37.1812	16.111
g7658.t1	38.3361	48.5537	14.5616	50.6689	30.7868	42.1734	17.4273	12.3992
g9523.t1	15.6731	19.839	24.6224	16.5094	16.0079	18.1752	13.3444	18.1917
g7075.t1	11.5271	14.5899	13.1356	11.4079	12.3495	13.863	13.2505	14.4662
g4697.t1	10.6147	13.4302	13.2284	1.72709	10.2641	11.0933	8.83179	11.866
g126.t1	8.71253	11.021	7.59485	11.0231	7.84227	11.9672	7.40031	8.43985
g1634.t1	9.78787	12.3799	12.6672	9.13283	21.2226	32.2295	4.81819	5.14394
g2182.t1	8.19038	10.3555	15.0309	5.1113	16.5456	12.7696	12.2034	15.698
g1147.t1	9.28927	11.7412	7.58775	20.8263	10.89	6.71758	19.3409	5.85198
g8549.t1	12.3729	15.6378	12.2082	5.07892	10.6673	11.7394	17.1249	11.7319
g2162.t1	27.6414	34.9289	32.3703	26.1392	28.8104	32.7965	35.3237	31.3248
g5419.t1	33.3106	42.0889	61.2684	30.2017	57.74	35.6943	43.8065	74.8513
g7067.t1	13.087	16.5331	32.457	46.6809	17.9598	21.9281	43.9559	42.0557
g3718.t1	33.6924	42.5436	37.8215	20.7362	55.7011	30.6664	36.0827	39.0597
g4046.t1	70.7348	89.3057	312.97	156.143	40.0942	203.811	85.4116	43.6617
g9594.t1	53.9713	68.1173	56.1612	69.3876	30.6418	45.2074	67.0609	123.572
g4554.t1	29.056	36.6673	68.0308	45.5419	22.2044	51.2568	32.7896	64.873
g7371.t1	51.3921	53.7713	187.69	128.787	73.5574	154.108	249.078	162.182
g855.t1	199.527	251.659	205.327	144.321	285.704	162.867	138.994	171.891
g3110.t1	22.2577	28.0729	16.3627	16.311	22.6779	20.503	10.3611	20.1736
g6907.t1	14.8056	18.6737	8.99801	12.7854	11.9471	13.9536	15.3487	1.21748
g5080.t1	9.56781	12.0647	20.7638	17.0798	14.3107	19.1074	12.6896	13.7158
g8555.t1	79.594	100.327	56.7442	57.7369	43.1292	31.2917	93.6905	80.366
g4392.t1	14294.6	18013.6	7456.11	80078.2	5289.88	12582.2	26821.6	10817.2
g8692.t1	12.0142	15.1315	8.15244	12.1871	11.8308	7.19114	1.68472	3.08612
g940.t1	6.39718	8.05258	8.66833	0.75578	9.88851	9.14501	0.523419	2.69002
g6047.t1	9.1994	11.5777	17.9372	10.0437	17.0518	16.4557	7.30629	2.69655
g10513.t1	4.24962	5.34582	6.57446	2.61841	3.72864	7.76276	3.65202	0.445305
g8350.t1	79.2333	99.6186	27.6401	32.8493	61.2309	58.1263	32.7755	30.2258
g10444.t1	32.6818	41.0841	24.492	55.63	59.7827	28.9594	60.5751	53.6636
g6362.t1	5.99273	7.53235	10.4679	2.775	8.07903	6.98608	7.35313	9.78131
g1571.t1	5.07865	6.38289	4.9971	4.28779	7.67389	6.09105	2.49255	6.33668
g10612.t1	4.64274	5.83264	5.5463	0.383866	10.3008	5.04878	1.05908	1.90659
g154.t1	13.7531	17.2709	13.6811	22.9077	14.9647	18.1326	31.3554	20.7084
g4258.t1	33.0727	41.5271	45.6089	95.1452	35.1418	38.3563	61.9073	27.294
g6240.t1	10.8525	13.6228	12.8917	11.5195	11.6158	7.23855	14.3264	20.7201
g10189.t1	3.55088	4.45642	6.19632	1.4145	5.4584	3.79229	2.52885	5.01292
g3180.t1	13.436	16.8587	14.5333	2.89204	19.7753	17.2718	12.5127	10.8695
g4593.t1	10.3755	13.0173	15.0074	6.55103	10.8525	12.9826	11.9262	9.44405
g4246.t1	13.8624	17.3793	14.1945	24.4114	18.2495	14.5076	21.2729	7.48094
g8407.t1	10.1021	54.0313	26.5077	1.92268	18.392	11.5245	41.9337	31.8158
g10521.t1	33.1319	41.53	51.7758	57.7492	25.9405	38.7643	58.7911	55.2482
g2457.t1	87.9186	110.174	132.626	54.2943	87.1163	72.4602	128.175	125.277
g5635.t1	14.7066	18.4254	31.0908	23.6717	14.6228	17.1425	47.0362	28.1715
g1918.t1	10.9739	13.7418	16.3767	5.7224	14.0295	11.9329	7.2561	22.8238
g4081.t1	10.0567	12.5905	8.20432	8.38816	11.7076	7.48679	5.99452	3.70544
g8776.t1	21.9532	27.4635	32.2116	33.7576	39.3564	27.5774	44.842	34.0023
g205.t1	34.5483	104.414	60.6976	42.6497	137.289	57.0298	67.6713	108.686
g622.t1	42.0823	52.6297	42.4897	54.5553	34.821	47.6761	29.1644	64.1783
g849.t1	46.1625	57.7152	34.8118	71.5783	60.9731	47.9276	65.5338	81.6825
g5521.t1	8.81327	11.0173	11.8409	18.0831	9.60201	10.8495	17.9742	12.7166
g2779.t1	12.9905	16.2212	18.3443	12.8637	14.3588	18.2131	13.4153	14.6341
g1424.t1	7.31949	9.13541	11.5261	11.0607	12.2297	3.52158	5.69208	9.09375
g3330.t1	3.85561	4.81188	2.47647	4.36983	6.16821	3.35993	3.09742	2.46632
g9966.t1	8.88347	11.0864	5.47115	1.31968	6.78526	5.66856	3.21009	8.57176
g1123.t1	8.38463	10.4607	13.7498	4.47663	8.84246	16.1138	7.0085	8.65438
g9306.t1	3.66274	4.56719	1.42792	0	3.94426	5.51275	0	2.70126
g5601.t1	8.13422	10.1415	5.66895	3.74563	13.0411	12.9692	5.56523	8.14427
g4003.t1	32.5394	59.1784	12.2724	73.7684	29.9386	25.1193	42.1883	102.346
g9861.t1	6.24862	7.78405	6.95427	4.20547	5.81136	6.43676	4.74827	2.39648
g9873.t1	13.6587	17.0148	11.2025	27.9962	25.3707	10.8032	4.7352	18.6691
g8587.t1	37.3805	70.4768	24.7676	45.8198	39.0926	34.4216	55.1981	117.449
g5925.t1	6.19957	7.72167	7.4525	4.55391	8.02571	5.75188	7.71433	9.79273
g1898.t1	9.4957	11.8139	2.56757	5.40691	7.37148	2.95335	1.65534	8.92608
g2935.t1	11.8753	14.7728	6.73424	85.1714	17.0753	10.1566	41.7078	24.2408
g6085.t1	2.36604	2.94146	2.66507	2.0322	4.81563	3.7418	1.53661	1.16078
g6728.t1	6.09323	7.57477	15.2927	8.70536	7.14318	6.68088	10.3127	3.01783
g5241.t1	12.4191	15.4367	11.5	14.0888	8.78281	29.7574	10.3097	3.88055
g8441.t1	4.71793	5.86185	11.2864	8.47675	6.98634	7.03113	12.9324	16.2765
g8219.t1	22.5111	27.9629	9.79061	33.6804	20.2883	12.7999	24.9273	26.0963
g10083.t1	4.64199	5.76185	20.2485	10.8163	18.1372	20.5079	10.6849	5.5092
g4851.t1	45.5105	227.902	88.2907	32.5009	82.6637	67.4465	88.1242	142.941
g4454.t1	9.82332	12.1796	9.96531	11.4858	6.97676	6.17307	12.1686	8.82127
g3627.t1	12.3863	15.3545	9.2226	15.81	16.3163	10.0262	10.5992	10.9412
g6865.t1	75.7607	122.981	290.496	115.179	119.372	182.572	139.484	237.902
g1799.t1	11.4693	14.2015	10.4988	7.61107	12.333	8.9055	6.58535	13.3088
g3986.t1	40.8199	50.5393	18.822	34.3367	64.6398	39.2024	24.3143	21.2628
g6836.t1	35.8924	44.4233	42.1372	36.2288	33.0582	44.3105	46.4883	38.2976
g668.t1	4.8095	5.94954	4.82241	2.94913	7.13334	3.57835	8.78857	10.5249
g9090.t1	13.5875	16.8017	14.6094	16.0343	10.0452	12.365	19.4705	13.6624
g6588.t1	5.23402	6.47212	7.69418	5.20039	6.65749	7.1409	5.28325	9.24109
g10113.t1	11.4418	14.1421	12.3932	16.338	12.4702	11.9537	21.1036	10.2033
g2927.t1	7.16484	8.85533	8.12664	13.4944	16.5325	8.18691	7.42948	7.5685
g710.t1	10.6077	13.1084	16.7726	24.949	11.2336	18.2315	17.5335	15.1798
g875.t1	12.2797	15.1693	12.6755	5.12066	18.0099	18.5392	5.36681	10.2818
g5283.t1	13.4613	16.6225	7.4718	10.2693	16.9436	10.2695	6.22756	8.0555
g7030.t1	8.77663	10.8346	10.6275	10.4605	8.00808	11.0869	6.69524	16.9671
g8801.t1	15.7526	94.3221	37.4556	20.3625	27.4511	23.5933	69.8243	49.43
g268.t1	12.783	15.768	9.10765	13.922	10.283	13.9353	10.8876	2.52105
g6147.t1	9.63715	11.8811	10.6813	3.4086	11.4636	8.74254	3.559	6.23893
g2819.t1	4.09998	5.05377	3.86722	4.5543	5.70841	4.21525	2.43656	2.48388
g1090.t1	18.9418	23.3327	23.3248	32.9991	27.9291	27.0391	29.4245	37.1774
g852.t1	27.5761	33.964	28.3099	23.7299	27.8569	27.2648	38.7917	42.0377
g5170.t1	30.532	285.208	88.8641	18.0876	83.1221	49.5435	79.4375	95.0474
g2145.t1	6.32406	7.78662	4.60554	5.76854	6.69785	4.89068	11.3489	4.00721
g7480.t1	5.19564	6.39718	5.17322	2.03009	6.65039	4.88733	2.72363	3.48953
g6554.t1	5.59426	6.88481	8.46795	9.35371	4.11741	7.43209	15.7237	13.5916
g5980.t1	11.3716	13.9941	86.2468	30.7131	11.0167	60.0131	97.553	107.936
g517.t1	16.0559	19.7569	10.9826	14.64	10.7299	15.2227	12.208	17.7284
g5001.t1	8.36954	10.2967	8.97202	7.39525	5.82461	4.77694	11.2791	7.51999
g100.t1	8.34308	10.2634	10.7164	1.95059	10.1881	9.47351	6.57388	4.07816
g9645.t1	22.661	27.8753	17.4524	32.681	30.9614	24.0848	14.7228	11.2684
g314.t1	24.3454	29.9424	21.8304	49.4688	22.4453	35.0275	30.9279	34.2582
g6702.t1	10.6027	13.0401	8.25597	4.32192	8.86196	8.5098	6.81469	6.58979
g5969.t1	11.143	13.6916	4.05609	10.2222	11.3629	5.28426	2.49049	7.31815
g4464.t1	6.73697	8.27331	6.35114	7.12432	6.81913	4.482	3.68415	7.78478
g7591.t1	6.04493	7.42025	4.72147	5.07163	3.96428	7.74202	1.08663	3.1053
g764.t1	97.529	119.716	48.7253	39.3319	91.9249	31.8143	29.3508	34.3846
g4876.t1	6.07464	7.45385	8.637	4.74728	6.48131	9.04098	13.9761	8.31642
g4079.t1	8.75002	10.7356	18.5118	8.3822	11.7993	13.6294	9.73037	4.4631
g7436.t1	8.28231	10.1609	8.63096	4.32942	10.4986	14.5685	7.12433	8.85832
g10751.t1	7.98772	9.7976	4.82496	9.59779	12.0849	6.26837	6.92802	6.04805
g9910.t1	15.443	18.9401	12.1893	14.3765	7.4351	15.3493	21.6312	16.3719
g1767.t1	25.0543	30.6994	17.6484	18.8859	34.1433	19.2226	23.7339	14.3169
g3164.t1	5.50678	6.74698	4.34226	5.95754	2.04442	5.18497	2.11177	6.39935
g3426.t1	4.8239	5.90588	4.76068	4.68425	5.35262	7.0936	10.8469	2.3762
g7471.t1	51.2968	24.3805	32.5715	66.0013	49.871	50.4814	23.0434	159.587
g7519.t1	6.8991	8.43475	6.89642	3.68131	4.3621	5.62325	4.07147	3.58437
g4826.t1	28.7219	140.028	56.3199	29.5351	126.003	41.6325	98.1635	89.3152
g5388.t1	10.1817	12.4397	5.13774	7.37073	12.6272	10.7668	10.8141	9.11863
g9383.t1	224.834	274.687	174.199	74.4401	104.531	145.646	150.058	204.76
g658.t1	10.688	13.0548	15.0923	12.6464	14.1512	10.0131	25.4195	13.994
g1668.t1	21.0475	25.7059	12.7487	20.3488	22.6889	17.078	11.6501	17.8168
g6286.t1	7.40656	9.04572	6.70685	9.55017	7.33484	7.90285	15.2938	5.81374
g8008.t1	3.16658	3.86714	2.88445	0	5.20529	4.94045	0.958991	1.59012
g7382.t1	18.1477	22.1569	14.1096	7.15209	10.6019	11.5785	14.4814	23.4838
g6418.t1	16.8518	20.5615	11.632	26.544	10.6049	17.4016	12.8178	23.731
g9395.t1	25.6079	31.2434	16.9454	18.8046	25.4227	15.2174	20.5877	15.6373
g8633.t1	18.7812	22.9133	19.4715	7.70523	20.0924	14.1282	13.82	9.22626
g6801.t1	15.7005	19.1543	21.1389	18.2199	23.2394	19.1755	5.18735	6.99404
g80.t1	31.1738	38.0173	22.9323	50.0128	18.7539	44.6644	39.6915	36.3907
g8145.t1	30.2956	36.9447	21.5536	33.285	15.0142	16.8518	24.497	15.1875
g8856.t1	15.9447	19.4437	11.9537	0.999043	13.337	20.5081	11.2587	12.9042
g10357.t1	33.687	41.0768	28.6744	39.1716	37.7073	52.2775	36.5598	39.5442
g7663.t1	14.9388	18.2159	26.6468	19.3954	18.6198	13.2721	30.7683	27.5608
g2108.t1	2.30259	2.80735	1.99102	0.89101	4.7176	3.23199	0	0
g6862.t1	32.086	39.1122	27.4717	62.7832	22.0599	26.1368	33.0158	40.3662
g494.t1	91.0424	110.967	82.7952	139.155	80.8068	85.626	92.8423	186.989
g4337.t1	73.2202	89.236	86.9041	117.927	105.205	55.1425	84.5843	116.102
g7730.t1	8.74439	10.6524	12.7584	4.53653	5.66092	7.79994	9.26209	15.0133
g2658.t1	3.91085	4.76416	2.66892	3.60253	4.78915	5.13971	1.2186	0.635536
g2053.t1	15.4938	18.8681	9.36895	30.939	15.1192	13.4365	7.66989	12.3075
g158.t1	30.911	37.6291	43.0138	53.6523	31.4289	14.0118	138.423	15.6037
g9193.t1	8.25213	10.0453	9.91472	15.1809	9.32451	8.87277	20.059	8.50825
g488.t1	13.9743	17.01	30.4331	12.2545	29.7659	20.5139	30.7069	38.8106
g10326.t1	13.6563	27.69	17.2243	29.4974	15.6757	15.0346	12.6776	42.462
g3517.t1	15.9303	19.385	12.5489	21.5501	14.9337	16.1718	19.577	8.94356
g10945.t1	2.23508	2.71969	2.93848	2.66554	4.37058	3.61246	1.38622	2.85239
g4415.t1	17.3331	40.4323	40.1738	23.4914	28.092	31.3272	58.5654	53.8538
g8807.t1	24.789	30.1442	45.8249	29.58	32.2688	25.809	50.364	11.4967
g5231.t1	7.59773	9.23893	5.47295	7.78603	8.61601	11.7389	2.56196	8.05446
g1407.t1	10.1836	12.3827	19.1357	29.6826	15.1185	16.9539	21.1699	8.16777
g9316.t1	19.7389	23.9943	25.7778	32.0506	20.8597	23.4962	24.3202	21.7686
g5364.t1	26.4932	32.2045	27.7936	12.8442	12.0318	21.4556	19.3931	46.4013
g2423.t1	8.27413	10.0515	9.77601	0	5.07631	7.9726	5.77666	0
g7106.t1	2.15957	2.62176	3.06289	2.13118	2.62937	5.88401	0	0.897462
g7058.t1	7.80425	9.47371	4.44693	4.52601	9.09715	7.24362	0.278899	1.72135
g4861.t1	96.8096	117.511	34.9285	37.4126	78.2377	59.2261	17.9774	81.0391
g2896.t1	3.75621	4.55749	2.61388	0	5.81814	2.98037	1.67837	0.383546
g7028.t1	14.5185	17.6114	15.1867	20.6519	14.4992	12.1134	12.5012	20.7153
g423.t1	33.086	40.1143	34.2096	40.3444	33.2479	32.2125	74.715	44.8308
g7116.t1	9.47961	11.4905	4.89907	17.532	12.8786	12.4043	1.66781	4.74529
g5368.t1	4.99023	6.0487	6.75577	5.11115	7.01221	6.39032	6.17005	5.41459
g495.t1	13.9491	16.8797	17.9938	36.9384	22.1865	24.5516	8.93963	6.17078
g5749.t1	15.518	18.7554	20.8393	16.2202	14.8226	21.1926	38.6094	16.6905
g8806.t1	12.9391	15.6349	15.4312	7.98652	10.5286	13.5257	17.6128	22.4027
g3761.t1	11.439	13.8178	10.6048	3.03668	12.3624	15.8823	10.5561	6.67071
g4034.t1	11.0531	13.3484	14.9026	5.53787	13.4779	13.0783	10.7275	10.5339
g7875.t1	3.32562	4.0145	1.16282	0	3.93707	2.06627	1.13394	3.43413
g8590.t1	9.94439	12.004	14.3085	9.74634	14.9981	14.4906	12.2391	10.7054
g468.t1	45.517	54.9305	53.9153	61.4374	37.3063	56.6322	63.9737	57.0377
g3436.t1	21.0589	25.4103	32.1216	75.7115	24.2001	25.7088	56.2082	32.1024
g3946.t1	12.7169	15.3437	12.0236	14.313	10.3276	9.85684	14.0593	11.1542
g7584.t1	11.6744	14.0811	17.6608	2.6051	14.6216	17	1.94065	3.17097
g8250.t1	7.82256	9.43501	7.98861	2.45602	19.5333	12.5826	8.64815	3.31379
g5644.t1	13.9411	16.8084	11.1412	18.2193	12.6261	14.4052	18.2921	4.15655
g9790.t1	4.26787	5.14513	9.73089	9.50853	5.70139	9.48377	5.16462	5.34765
g11003.t1	15.2455	18.3782	7.37093	5.30057	8.78503	12.3927	8.43069	6.7325
g2592.t1	55.386	66.7294	13.5103	134.631	30.5759	16.2235	79.372	107.12
g6625.t1	3.41746	4.1168	2.66595	3.75331	4.39071	3.6266	4.06557	1.47374
g345.t1	17.8912	21.542	26.0289	36.1085	20.0493	30.1801	30.2082	47.3839
g3446.t1	7.07868	8.52201	3.96145	12.1321	6.53655	3.40388	0	6.30528
g6867.t1	7.7272	9.29764	13.3095	1.53251	21.0614	15.4271	9.00226	6.14497
g10676.t1	19.5537	23.5193	21.9317	19.2368	31.3303	27.2367	19.4856	26.2574
g802.t1	23.8216	28.6424	24.7367	32.559	21.1616	26.0469	40.677	7.0135
g7653.t1	48.6437	58.4824	29.8356	108.784	50.9643	35.9405	84.2893	75.811
g6850.t1	12.3365	14.8281	33.5377	54.5338	12.9872	8.54563	61.3448	10.1446
g1404.t1	9.35981	11.2492	4.80591	21.6631	11.4973	7.95729	23.1828	1.15772
g6168.t1	8.37689	10.0646	7.81217	3.57706	6.98652	5.41467	3.72765	4.48209
g1711.t1	33.8153	40.6211	20.4301	23.1097	15.5955	24.0929	41.8183	36.1866
g842.t1	17.2035	20.6645	28.0658	9.05412	29.1938	30.1281	16.8475	12.7379
g8214.t1	60.4374	72.5938	14.5802	131.005	86.3726	48.898	45.6262	40.3923
g2433.t1	23.691	28.4509	24.2763	39.1237	34.377	34.3043	74.9095	38.908
g2129.t1	22.3529	26.8404	22.2847	15.3771	24.5532	18.3692	21.4434	16.206
g5968.t1	4.15254	4.98587	2.43752	3.29448	6.20156	3.61574	0.972155	3.74693
g2644.t1	11.897	14.2828	25.0082	9.94579	20.7995	16.5663	6.48347	20.5769
g7748.t1	9.17587	11.0131	16.6092	21.3872	8.70289	35.1769	11.9715	11.775
g7589.t1	55.1837	23.4616	147.272	38.4037	53.6759	43.5677	122.275	171.366
g1575.t1	7.06202	8.47245	9.98596	18.5929	6.04116	17.2887	9.14407	5.01991
g6508.t1	6.27501	7.52817	4.60051	11.1017	7.0729	6.31767	1.35144	2.18337
g1791.t1	15.2344	18.2704	16.0607	17.7409	13.7563	15.2962	30.2931	13.9252
g5221.t1	11.1214	13.3365	10.1018	1.2371	15.5443	16.9923	3.25538	6.87761
g9852.t1	37.2108	44.6155	19.9256	40.6979	39.3611	25.1752	37.187	25.1725
g1320.t1	6.3628	7.62696	10.0968	3.72503	10.6096	11.3314	8.66596	9.07094
g3966.t1	7.20911	8.64061	2.43512	5.03582	3.3217	6.48918	10.5944	12.6799
g9739.t1	10.799	12.943	12.2241	13.5528	18.6842	15.0235	14.8271	5.46008
g7624.t1	64.8758	77.7448	215.595	211.916	82.4919	66.018	359.731	132.472
g7713.t1	17.5084	20.9813	14.4686	16.7464	28.3557	16.1214	11.3758	30.4817
g7508.t1	5.55276	6.65267	5.94373	7.77917	6.71119	4.97347	4.95364	8.32993
g3396.t1	12.4436	14.9047	8.73299	11.9878	10.4487	7.35498	16.3955	14.444
g7855.t1	12.6012	15.092	8.26755	6.45974	8.37123	7.40337	2.57016	5.98078
g9881.t1	51.0729	61.1531	52.9027	28.9147	39.4589	46.1908	102.759	70.8946
g7693.t1	12.8994	15.444	18.0653	14.2997	12.797	21.5595	9.05832	16.5709
g4280.t1	26.5985	31.8325	22.6024	18.3891	21.1751	15.4558	18.6939	19.218
g2384.t1	16.3709	19.5828	14.5596	19.9077	16.1656	13.3951	27.7123	10.8299
g10903.t1	26.9958	32.2825	28.4234	48.2845	30.6417	22.0236	23.8511	67.4307
g7927.t1	13.9882	16.7216	16.4302	13.4116	15.6383	15.0432	12.1762	22.3953
g8770.t1	14.2278	17.0044	11.6478	8.27537	10.4723	8.76577	9.88002	7.11453
